Player,Salary,Salary_Adj,Year
Tony Delk,"$2,475,000","$4,120,054",2001
Bobby Jackson,"$2,475,000","$4,120,054",2001
John Starks,"$2,475,000","$4,120,054",2001
Jason Richardson,"$2,425,440","$4,037,553",2001
Horace Grant,"$2,419,580","$4,027,798",2001
Hubert Davis,"$2,418,750","$4,026,417",2001
Steve Kerr,"$2,406,250","$4,005,608",2001
Jamie Feick,"$2,400,000","$3,995,204",2001
Lucious Harris,"$2,400,000","$3,995,204",2001
George Lynch,"$2,400,000","$3,995,204",2001
Stacey Augmon,"$2,400,000","$3,995,204",2001
Calbert Cheaney,"$2,400,000","$3,995,204",2001
George McCloud,"$2,400,000","$3,995,204",2001
Michael Curry,"$2,400,000","$3,995,204",2001
Sean Rooks,"$2,400,000","$3,995,204",2001
Grant Long,"$2,400,000","$3,995,204",2001
Rodney Rogers,"$2,400,000","$3,995,204",2001
Terry Porter,"$2,400,000","$3,995,204",2001
Michael Smith,"$2,400,000","$3,995,204",2001
Larry Hughes,"$2,343,635","$3,901,375",2001
Wally Szczerbiak,"$2,313,240","$3,850,777",2001
Malik Rose,"$2,285,000","$3,803,767",2001
Vinny Del Negro,"$2,275,000","$3,787,120",2001
DerMarr Johnson,"$2,265,240","$3,770,873",2001
Shane Battier,"$2,203,080","$3,667,397",2001
Bimbo Coles,"$2,200,000","$3,662,270",2001
John Amaechi,"$2,175,000","$3,620,654",2001
Dirk Nowitzki,"$2,157,595","$3,591,680",2001
Patrick Ewing,"$2,118,420","$3,526,467",2001
Richard Hamilton,"$2,111,640","$3,515,180",2001
Dell Curry,"$2,100,000","$3,495,803",2001
Chris Mihm,"$2,067,960","$3,442,467",2001
Paul Pierce,"$2,051,271","$3,414,686",2001
Bonzi Wells,"$2,028,239","$3,376,345",2001
Eddie Griffin,"$2,011,080","$3,347,781",2001
Michael Doleac,"$2,000,856","$3,330,762",2001
Bryant Stith,"$2,000,000","$3,329,337",2001
Cory Alexander,"$1,995,741","$3,322,247",2001
Keon Clark,"$1,971,163","$3,281,333",2001
Michael Dickerson,"$1,940,702","$3,230,625",2001
Andre Miller,"$1,934,520","$3,220,334",2001
Matt Harpring,"$1,908,401","$3,176,855",2001
Jamal Crawford,"$1,894,560","$3,153,814",2001
Lorenzo Williams,"$1,880,000","$3,129,576",2001
DeSagana Diop,"$1,842,480","$3,067,118",2001
Tom Hammonds,"$1,800,000","$2,996,403",2001
Shawn Marion,"$1,778,160","$2,960,047",2001
Greg Foster,"$1,764,247","$2,936,886",2001
Darvin Ham,"$1,760,000","$2,929,816",2001
Shammond Williams,"$1,750,000","$2,913,169",2001
Joel Przybilla,"$1,741,440","$2,898,920",2001
Radoslav Nesterovic,"$1,725,788","$2,872,864",2001
Tyronn Lue,"$1,700,000","$2,829,936",2001
Rodney White,"$1,693,560","$2,819,216",2001
Jason Terry,"$1,689,360","$2,812,224",2001
Keyon Dooling,"$1,654,320","$2,753,894",2001
Tony Massenburg,"$1,650,000","$2,746,703",2001
Corie Blount,"$1,609,235","$2,678,842",2001
Joe Johnson,"$1,608,840","$2,678,185",2001
Trajan Langdon,"$1,604,880","$2,671,593",2001
Fred Hoiberg,"$1,600,000","$2,663,469",2001
Dana Barros,"$1,600,000","$2,663,469",2001
Jerome Moiso,"$1,571,640","$2,616,259",2001
Pat Garrity,"$1,569,691","$2,613,015",2001
Kendall Gill,"$1,538,000","$2,560,260",2001
Kedrick Brown,"$1,528,440","$2,544,345",2001
Aleksandar Radojevic,"$1,524,600","$2,537,953",2001
Muggsy Bogues,"$1,520,860","$2,531,727",2001
Roshown McLeod,"$1,509,001","$2,511,986",2001
Danny Manning,"$1,500,000","$2,497,002",2001
Popeye Jones,"$1,500,000","$2,497,002",2001
Ricky Davis,"$1,496,400","$2,491,010",2001
Etan Thomas,"$1,493,040","$2,485,416",2001
Brian Skinner,"$1,483,461","$2,469,470",2001
Vladimir Radmanovic,"$1,452,000","$2,417,098",2001
Corey Maggette,"$1,448,400","$2,411,105",2001
Al Harrington,"$1,436,982","$2,392,098",2001
Courtney Alexander,"$1,418,400","$2,361,165",2001
Samaki Walker,"$1,400,000","$2,330,535",2001
Richard Jefferson,"$1,379,400","$2,296,243",2001
William Avery,"$1,375,920","$2,290,450",2001
Mateen Cleaves,"$1,347,480","$2,243,107",2001
Will Perdue,"$1,320,000","$2,197,362",2001
Troy Murphy,"$1,310,400","$2,181,381",2001
Bryce Drew,"$1,300,000","$2,164,069",2001
Matt Bullard,"$1,300,000","$2,164,069",2001
Eldridge Recasner,"$1,300,000","$2,164,069",2001
Jason Collier,"$1,280,040","$2,130,842",2001
Steven Hunter,"$1,244,880","$2,072,312",2001
Metta World Peace,"$1,241,760","$2,067,118",2001
Hidayet Turkoglu,"$1,216,080","$2,024,370",2001
Greg Buckner,"$1,200,000","$1,997,602",2001
Kirk Haston,"$1,182,600","$1,968,637",2001
Cal Bowdler,"$1,179,720","$1,963,842",2001
Desmond Mason,"$1,155,240","$1,923,091",2001
Michael Bradley,"$1,123,560","$1,870,354",2001
James Posey,"$1,120,680","$1,865,560",2001
Quentin Richardson,"$1,097,520","$1,827,007",2001
Quincy Lewis,"$1,070,280","$1,781,661",2001
Jason Collins,"$1,067,400","$1,776,867",2001
Jamaal Magloire,"$1,048,080","$1,744,705",2001
Dion Glover,"$1,027,440","$1,710,347",2001
Zach Randolph,"$1,019,280","$1,696,763",2001
Michael Ruffin,"$1,009,147","$1,679,894",2001
Speedy Claxton,"$1,006,200","$1,674,989",2001
Sam Mitchell,"$1,000,000","$1,664,668",2001
Felton Spencer,"$1,000,000","$1,664,668",2001
Don Reid,"$1,000,000","$1,664,668",2001
Dan Majerle,"$1,000,000","$1,664,668",2001
Danny Ferry,"$1,000,000","$1,664,668",2001
Mark Bryant,"$1,000,000","$1,664,668",2001
John Crotty,"$1,000,000","$1,664,668",2001
Michael Jordan,"$1,000,000","$1,664,668",2001
Jeff Foster,"$986,400","$1,642,029",2001
Brendan Haywood,"$978,600","$1,629,044",2001
Morris Peterson,"$966,000","$1,608,069",2001
Don MacLean,"$965,850","$1,607,820",2001
Brian Shaw,"$963,415","$1,603,766",2001
Kenny Thomas,"$946,920","$1,576,307",2001
Tim James,"$943,252","$1,570,201",2001
Joseph Forte,"$939,360","$1,563,723",2001
Donnell Harvey,"$927,360","$1,543,747",2001
Jeryl Sasser,"$901,800","$1,501,198",2001
DeShawn Stevenson,"$890,280","$1,482,021",2001
Brandon Armstrong,"$865,800","$1,441,270",2001
Dalibor Bagaric,"$854,640","$1,422,692",2001
Devean George,"$834,250","$1,388,749",2001
Andrei Kirilenko,"$831,120","$1,383,539",2001
Iakovos Tsakalidis,"$820,400","$1,365,694",2001
Vonteego Cummings,"$810,000","$1,348,381",2001
Gerald Wallace,"$797,880","$1,328,205",2001
Mamadou N'diaye,"$793,200","$1,320,415",2001
Jim Jackson,"$789,170","$1,313,706",2001
Jumaine Jones,"$786,600","$1,309,428",2001
Scott Padgett,"$781,680","$1,301,238",2001
Darrick Martin,"$778,350","$1,295,694",2001
Carlos Rogers,"$778,350","$1,295,694",2001
Monty Williams,"$778,350","$1,295,694",2001
Samuel Dalembert,"$771,480","$1,284,258",2001
Mark Madsen,"$759,960","$1,265,081",2001
Jamaal Tinsley,"$749,160","$1,247,103",2001
Primoz Brezec,"$749,160","$1,247,103",2001
Tony Parker,"$744,480","$1,239,312",2001
Emanual Davis,"$715,850","$1,191,652",2001
Mark Strickland,"$715,850","$1,191,652",2001
Gary Trent,"$715,850","$1,191,652",2001
Larry Robinson,"$715,850","$1,191,652",2001
Antonio Harvey,"$715,850","$1,191,652",2001
Mitchell Butler,"$715,850","$1,191,652",2001
Bruce Bowen,"$715,850","$1,191,652",2001
Cherokee Parks,"$715,850","$1,191,652",2001
Milt Palacio,"$690,000","$1,148,621",2001
Victor Alexander,"$653,350","$1,087,611",2001
Earl Boykins,"$650,000","$1,082,034",2001
Reggie Slater,"$646,011","$1,075,393",2001
Erick Barkley,"$638,000","$1,062,058",2001
Erick Strickland,"$637,415","$1,061,084",2001
Ryan Bowen,"$630,850","$1,050,156",2001
Laron Profit,"$630,850","$1,050,156",2001
Rafer Alston,"$625,000","$1,040,417",2001
Harold Jamison,"$600,000","$998,801",2001
Jacque Vaughn,"$590,850","$983,569",2001
Kevin Ollie,"$590,850","$983,569",2001
Shawnelle Scott,"$590,850","$983,569",2001
Jeff McInnis,"$590,850","$983,569",2001
Mark Pope,"$590,850","$983,569",2001
Troy Hudson,"$590,850","$983,569",2001
Rick Brunson,"$590,850","$983,569",2001
Stephen Jackson,"$590,850","$983,569",2001
Adrian Griffin,"$565,850","$941,952",2001
Damon Jones,"$565,850","$941,952",2001
Bruno Sundov,"$565,850","$941,952",2001
Jelani McCoy,"$565,850","$941,952",2001
Sean Marks,"$565,850","$941,952",2001
Vladimir Stepania,"$565,850","$941,952",2001
Felipe Lopez,"$565,850","$941,952",2001
Ruben Wolkowyski,"$545,385","$907,884",2001
Mark Blount,"$540,850","$900,335",2001
Derrick Dial,"$540,850","$900,335",2001
Obinna Ekezie,"$540,850","$900,335",2001
Raja Bell,"$540,850","$900,335",2001
Charles Smith,"$540,850","$900,335",2001
Leon Smith,"$517,360","$861,232",2001
Rodney Buford,"$481,488","$801,517",2001
Predrag Drobnjak,"$478,558","$796,640",2001
Vernon Maxwell,"$473,000","$787,388",2001
Hanno Mottola,"$465,850","$775,485",2001
Steve Goodrich,"$465,850","$775,485",2001
Lee Nailon,"$465,850","$775,485",2001
Chris Porter,"$465,850","$775,485",2001
AJ Guyton,"$465,850","$775,485",2001
Soumaila Samake,"$465,850","$775,485",2001
Eduardo Najera,"$465,850","$775,485",2001
Khalid El-Amin,"$465,850","$775,485",2001
Wang Zhizhi,"$465,850","$775,485",2001
Zendon Hamilton,"$465,850","$775,485",2001
Brian Cardinal,"$465,850","$775,485",2001
Dan Langhi,"$465,850","$775,485",2001
Stanislav Medvedenko,"$465,850","$775,485",2001
Eddie House,"$465,850","$775,485",2001
Jason Hart,"$465,850","$775,485",2001
Michael Redd,"$465,850","$775,485",2001
Lavor Postell,"$465,850","$775,485",2001
Art Long,"$465,850","$775,485",2001
Jerome James,"$465,850","$775,485",2001
Olumide Oyedeji,"$465,850","$775,485",2001
Daniel Santiago,"$465,850","$775,485",2001
Jake Voskuhl,"$465,850","$775,485",2001
Jabari Smith Sr,"$465,850","$775,485",2001
Amal McCaskill,"$465,850","$775,485",2001
Terence Morris,"$420,000","$699,160",2001
Brian Scalabrine,"$332,817","$554,029",2001
Trenton Hassell,"$332,817","$554,029",2001
Jeff Trepagnier,"$332,817","$554,029",2001
Kenny Satterfield,"$332,817","$554,029",2001
Ratko Varda,"$332,817","$554,029",2001
Dean Oliver,"$332,817","$554,029",2001
Gilbert Arenas,"$332,817","$554,029",2001
Oscar Torres,"$332,817","$554,029",2001
Tierre Brown,"$332,817","$554,029",2001
Jamison Brewer,"$332,817","$554,029",2001
Norm Richardson,"$332,817","$554,029",2001
Antonis Fotsis,"$332,817","$554,029",2001
Willie Solomon,"$332,817","$554,029",2001
Ernest Brown,"$332,817","$554,029",2001
Malik Allen,"$332,817","$554,029",2001
Loren Woods,"$332,817","$554,029",2001
Maurice Evans,"$332,817","$554,029",2001
Earl Watson,"$332,817","$554,029",2001
Alvin Jones,"$332,817","$554,029",2001
Damone Brown,"$332,817","$554,029",2001
Alton Ford,"$332,817","$554,029",2001
Ruben Boumtje-Boumtje,"$332,817","$554,029",2001
Carlos Arroyo,"$332,817","$554,029",2001
Jarron Collins,"$332,817","$554,029",2001
Bobby Simmons,"$332,817","$554,029",2001
Omar Cook,"$292,230","$486,466",2001
Chris Andersen,"$288,171","$479,709",2001
Sam Mack,"$174,598","$290,647",2001
Isaiah Rider,"$112,797","$187,769",2001
Charlie Bell,"$89,292","$148,641",2001
Tang Hamilton,"$60,881","$101,346",2001
Joe Crispin,"$48,705","$81,077",2001
Mike Penberthy,"$28,405","$47,284",2001
Dickey Simpkins,"$26,190","$43,597",2001
Kevin Garnett,"$25,200,000","$41,506,599",2002
Shaquille O'Neal,"$23,571,429","$38,824,200",2002
Alonzo Mourning,"$20,629,800","$33,979,080",2002
Juwan Howard,"$20,625,000","$33,971,174",2002
Scottie Pippen,"$19,727,524","$32,492,953",2002
Karl Malone,"$19,250,000","$31,706,429",2002
Rasheed Wallace,"$16,200,000","$26,682,813",2002
Dikembe Mutombo,"$16,105,264","$26,526,775",2002
Allan Houston,"$14,343,750","$23,625,408",2002
Chris Webber,"$14,343,750","$23,625,408",2002
Shawn Kemp,"$13,651,028","$22,484,433",2002
Bryant Reeves,"$12,999,998","$21,412,131",2002
Gary Payton,"$12,636,117","$20,812,787",2002
Antonio McDyess,"$12,600,000","$20,753,299",2002
Shareef Abdur-Rahim,"$12,375,000","$20,382,704",2002
Antoine Walker,"$12,375,000","$20,382,704",2002
Vin Baker,"$12,375,000","$20,382,704",2002
Zydrunas Ilgauskas,"$12,375,000","$20,382,704",2002
Kobe Bryant,"$12,375,000","$20,382,704",2002
Ray Allen,"$12,375,000","$20,382,704",2002
Latrell Sprewell,"$12,375,000","$20,382,704",2002
Allen Iverson,"$12,375,000","$20,382,704",2002
Anfernee Hardaway,"$12,375,000","$20,382,704",2002
Stephon Marbury,"$12,375,000","$20,382,704",2002
Damon Stoudamire,"$12,375,000","$20,382,704",2002
Jalen Rose,"$12,072,500","$19,884,461",2002
Grant Hill,"$12,072,500","$19,884,461",2002
Tracy McGrady,"$12,072,500","$19,884,461",2002
Keith Van Horn,"$12,072,500","$19,884,461",2002
Tim Duncan,"$12,072,500","$19,884,461",2002
Reggie Miller,"$12,046,473","$19,841,592",2002
Antonio Davis,"$12,000,000","$19,765,047",2002
Michael Finley,"$11,953,125","$19,687,840",2002
Vlade Divac,"$11,248,076","$18,526,562",2002
Eddie Jones,"$11,212,500","$18,467,966",2002
Nick Van Exel,"$11,061,234","$18,218,817",2002
Brian Grant,"$11,027,862","$18,163,851",2002
Tom Gugliotta,"$10,892,000","$17,940,074",2002
Tim Thomas,"$10,750,000","$17,706,188",2002
David Robinson,"$10,500,000","$17,294,416",2002
Terrell Brandon,"$10,175,000","$16,759,112",2002
Paul Pierce,"$10,067,750","$16,582,462",2002
Dirk Nowitzki,"$10,067,750","$16,582,462",2002
Antawn Jamison,"$10,067,750","$16,582,462",2002
Vince Carter,"$10,067,750","$16,582,462",2002
Steve Smith,"$9,900,000","$16,306,163",2002
Glenn Robinson,"$9,860,000","$16,240,280",2002
Larry Johnson,"$9,610,714","$15,829,684",2002
Derrick Coleman,"$9,380,000","$15,449,678",2002
Theo Ratliff,"$9,375,000","$15,441,443",2002
Jason Kidd,"$9,265,000","$15,260,263",2002
Glen Rice,"$9,200,000","$15,153,202",2002
Kenny Anderson,"$9,185,000","$15,128,496",2002
Kerry Kittles,"$8,966,667","$14,768,883",2002
Matt Geiger,"$8,768,480","$14,442,451",2002
Mike Bibby,"$8,500,000","$14,000,241",2002
Clifford Robinson,"$8,421,875","$13,871,563",2002
Dale Davis,"$8,055,000","$13,267,287",2002
Toni Kukoc,"$8,050,000","$13,259,052",2002
Elden Campbell,"$8,050,000","$13,259,052",2002
John Stockton,"$7,875,000","$12,970,812",2002
Greg Ostertag,"$7,799,996","$12,847,274",2002
Jamal Mashburn,"$7,750,000","$12,764,926",2002
Raef LaFrentz,"$7,270,000","$11,974,324",2002
Maurice Taylor,"$7,150,000","$11,776,673",2002
Derek Anderson,"$7,144,500","$11,767,615",2002
Alan Henderson,"$7,091,250","$11,679,907",2002
PJ Brown,"$7,044,800","$11,603,400",2002
Wesley Person,"$7,000,000","$11,529,610",2002
Austin Croshere,"$6,960,000","$11,463,727",2002
Jermaine O'Neal,"$6,900,000","$11,364,902",2002
Luc Longley,"$6,900,000","$11,364,902",2002
Erick Dampier,"$6,858,500","$11,296,548",2002
Arvydas Sabonis,"$6,850,000","$11,282,547",2002
Marcus Camby,"$6,750,000","$11,117,839",2002
Ron Mercer,"$6,750,000","$11,117,839",2002
Kelvin Cato,"$6,696,000","$11,028,896",2002
Tyrone Hill,"$6,600,000","$10,870,775",2002
Bo Outlaw,"$6,585,000","$10,846,069",2002
Jerry Stackhouse,"$6,375,000","$10,500,181",2002
Bonzi Wells,"$6,300,000","$10,376,649",2002
Doug Christie,"$6,250,000","$10,294,295",2002
Rashard Lewis,"$6,233,766","$10,267,556",2002
Nick Anderson,"$6,101,906","$10,050,371",2002
Shandon Anderson,"$6,100,000","$10,047,232",2002
Michael Olowokandi,"$6,061,213","$9,983,346",2002
Lorenzen Wright,"$6,050,000","$9,964,877",2002
Chris Mills,"$6,000,000","$9,882,523",2002
Steve Nash,"$5,750,000","$9,470,751",2002
Hakeem Olajuwon,"$5,694,231","$9,378,895",2002
Eddie Robinson,"$5,687,000","$9,366,985",2002
Bob Sura,"$5,639,999","$9,289,570",2002
Tariq Abdul-Wahad,"$5,625,000","$9,264,865",2002
Predrag Stojakovic,"$5,625,000","$9,264,865",2002
Charlie Ward,"$5,570,000","$9,174,276",2002
Jason Williams,"$5,500,000","$9,058,979",2002
Michael Dickerson,"$5,500,000","$9,058,979",2002
Loy Vaught,"$5,364,964","$8,836,563",2002
Alvin Williams,"$5,350,000","$8,811,916",2002
Howard Eisley,"$5,312,500","$8,750,151",2002
Robert Horry,"$5,300,000","$8,729,562",2002
Jason Caffey,"$5,250,000","$8,647,208",2002
Jerome Williams,"$5,250,000","$8,647,208",2002
Vitaly Potapenko,"$5,238,750","$8,628,678",2002
Ben Wallace,"$5,200,000","$8,564,853",2002
Donyell Marshall,"$5,186,542","$8,542,687",2002
Christian Laettner,"$5,062,500","$8,338,379",2002
Al Harrington,"$5,060,000","$8,334,261",2002
Brent Barry,"$5,040,000","$8,301,319",2002
Danny Fortson,"$5,039,068","$8,299,784",2002
Eric Williams,"$5,004,000","$8,242,024",2002
Brevin Knight,"$5,000,000","$8,235,436",2002
Calvin Booth,"$4,992,900","$8,223,742",2002
Avery Johnson,"$4,991,800","$8,221,930",2002
Joe Smith,"$4,991,800","$8,221,930",2002
Clarence Weatherspoon,"$4,991,800","$8,221,930",2002
Todd MacCulloch,"$4,991,800","$8,221,930",2002
Ruben Patterson,"$4,991,800","$8,221,930",2002
Cuttino Mobley,"$4,903,750","$8,076,904",2002
Kurt Thomas,"$4,903,750","$8,076,904",2002
Jahidi White,"$4,903,750","$8,076,904",2002
Elton Brand,"$4,895,656","$8,063,572",2002
Sam Cassell,"$4,850,000","$7,988,373",2002
Scot Pollard,"$4,826,874","$7,950,282",2002
Brad Miller,"$4,800,000","$7,906,018",2002
Nazr Mohammed,"$4,750,000","$7,823,664",2002
Ricky Davis,"$4,546,000","$7,487,658",2002
Chauncey Billups,"$4,546,000","$7,487,658",2002
Devean George,"$4,546,000","$7,487,658",2002
Jerome James,"$4,546,000","$7,487,658",2002
Keon Clark,"$4,546,000","$7,487,658",2002
Danny Ferry,"$4,546,000","$7,487,658",2002
Larry Hughes,"$4,546,000","$7,487,658",2002
Mark Jackson,"$4,530,000","$7,461,304",2002
Corliss Williamson,"$4,500,000","$7,411,892",2002
Aaron McKie,"$4,500,000","$7,411,892",2002
Jim McIlvaine,"$4,400,000","$7,247,183",2002
Adonal Foyle,"$4,400,000","$7,247,183",2002
Steve Francis,"$4,383,581","$7,220,140",2002
Anthony Mason,"$4,370,819","$7,199,120",2002
Malik Rose,"$4,370,000","$7,197,771",2002
Rick Fox,"$4,340,231","$7,148,739",2002
Derek Strong,"$4,212,000","$6,937,531",2002
Michael Stewart,"$4,160,000","$6,851,883",2002
Eric Snow,"$4,125,000","$6,794,234",2002
Lamond Murray,"$4,125,000","$6,794,234",2002
Kenyon Martin,"$4,067,160","$6,698,967",2002
Brent Price,"$4,048,000","$6,667,409",2002
Darrell Armstrong,"$4,010,000","$6,604,819",2002
Tony Battie,"$4,000,000","$6,588,349",2002
Shawn Bradley,"$4,000,000","$6,588,349",2002
Travis Knight,"$4,000,000","$6,588,349",2002
Matt Harpring,"$4,000,000","$6,588,349",2002
Ervin Johnson,"$3,998,679","$6,586,173",2002
Kwame Brown,"$3,974,760","$6,546,776",2002
Baron Davis,"$3,942,922","$6,494,336",2002
Lindsey Hunter,"$3,870,912","$6,375,729",2002
Yao Ming,"$3,858,240","$6,354,857",2002
Zeljko Rebraca,"$3,850,000","$6,341,285",2002
Tracy Murray,"$3,740,000","$6,160,106",2002
Anthony Carter,"$3,656,250","$6,022,162",2002
Stromile Swift,"$3,639,000","$5,993,750",2002
Chucky Atkins,"$3,600,000","$5,929,514",2002
David Wesley,"$3,600,000","$5,929,514",2002
Marc Jackson,"$3,575,000","$5,888,336",2002
Lamar Odom,"$3,557,585","$5,859,652",2002
Tyson Chandler,"$3,556,200","$5,857,371",2002
Bruce Bowen,"$3,550,000","$5,847,159",2002
Jay Williams,"$3,451,920","$5,685,613",2002
Jud Buechler,"$3,450,000","$5,682,451",2002
Antonio Daniels,"$3,375,000","$5,558,919",2002
Anthony Peeler,"$3,350,812","$5,519,079",2002
Lawrence Funderburke,"$3,300,000","$5,435,387",2002
Darius Miles,"$3,267,960","$5,382,615",2002
Andrew DeClercq,"$3,262,500","$5,373,622",2002
Jonathan Bender,"$3,226,745","$5,314,730",2002
Pau Gasol,"$3,193,680","$5,260,269",2002
Jon Barry,"$3,175,000","$5,229,502",2002
Moochie Norris,"$3,150,000","$5,188,324",2002
Evan Eschmeyer,"$3,103,800","$5,112,229",2002
Mike Dunleavy,"$3,100,080","$5,106,102",2002
LaPhonso Ellis,"$3,100,000","$5,105,970",2002
Eduardo Najera,"$3,047,620","$5,019,696",2002
Chris Whitney,"$3,000,000","$4,941,261",2002
Eric Piatkowski,"$3,000,000","$4,941,261",2002
Derek Fisher,"$3,000,000","$4,941,261",2002
Michael Redd,"$3,000,000","$4,941,261",2002
Jeff McInnis,"$3,000,000","$4,941,261",2002
Marcus Fizer,"$2,946,240","$4,852,714",2002
Matt Maloney,"$2,945,716","$4,851,851",2002
Wally Szczerbiak,"$2,933,187","$4,831,214",2002
Eddy Curry,"$2,879,280","$4,742,425",2002
Rodney Rogers,"$2,796,000","$4,605,256",2002
Drew Gooden,"$2,794,920","$4,603,477",2002
Chris Crawford,"$2,750,000","$4,529,489",2002
Eric Montross,"$2,720,000","$4,480,077",2002
Tony Delk,"$2,700,000","$4,447,135",2002
Aaron Williams,"$2,700,000","$4,447,135",2002
Othella Harrington,"$2,700,000","$4,447,135",2002
Randy Brown,"$2,700,000","$4,447,135",2002
Bobby Jackson,"$2,700,000","$4,447,135",2002
Hubert Davis,"$2,687,500","$4,426,547",2002
Richard Hamilton,"$2,681,783","$4,417,130",2002
Mike Miller,"$2,668,080","$4,394,560",2002
Horace Grant,"$2,661,538","$4,383,785",2002
Lucious Harris,"$2,640,000","$4,348,310",2002
Sean Rooks,"$2,640,000","$4,348,310",2002
Steve Kerr,"$2,625,000","$4,323,604",2002
Jason Richardson,"$2,607,360","$4,294,549",2002
Jamie Feick,"$2,600,000","$4,282,426",2002
Michael Curry,"$2,600,000","$4,282,426",2002
George Lynch,"$2,600,000","$4,282,426",2002
George McCloud,"$2,599,900","$4,282,262",2002
Tony Massenburg,"$2,541,098","$4,185,410",2002
Nikoloz Tskitishvili,"$2,530,920","$4,168,646",2002
Andre Miller,"$2,460,709","$4,053,002",2002
Mikki Moore,"$2,459,142","$4,050,421",2002
Radoslav Nesterovic,"$2,436,813","$4,013,643",2002
DerMarr Johnson,"$2,423,280","$3,991,353",2002
Bimbo Coles,"$2,400,000","$3,953,009",2002
Stacey Augmon,"$2,400,000","$3,953,009",2002
Greg Buckner,"$2,400,000","$3,953,009",2002
John Amaechi,"$2,392,500","$3,940,656",2002
Shane Battier,"$2,368,200","$3,900,632",2002
Pat Garrity,"$2,350,000","$3,870,655",2002
Dajuan Wagner,"$2,298,840","$3,786,390",2002
Shawn Marion,"$2,265,375","$3,731,270",2002
Chris Mihm,"$2,212,200","$3,643,686",2002
Eddie Griffin,"$2,161,920","$3,560,870",2002
Jason Terry,"$2,153,934","$3,547,717",2002
Cory Alexander,"$2,149,259","$3,540,017",2002
Corey Maggette,"$2,069,764","$3,409,081",2002
Lorenzo Williams,"$2,068,000","$3,406,176",2002
Jamal Crawford,"$2,026,680","$3,338,118",2002
Shammond Williams,"$2,000,000","$3,294,174",2002
Bryant Stith,"$2,000,000","$3,294,174",2002
Troy Hudson,"$2,000,000","$3,294,174",2002
DeSagana Diop,"$1,980,600","$3,262,221",2002
Nenê,"$1,945,520","$3,204,441",2002
Chris Wilcox,"$1,922,520","$3,166,558",2002
Metta World Peace,"$1,904,860","$3,137,470",2002
Wang Zhizhi,"$1,900,000","$3,129,465",2002
Tyronn Lue,"$1,870,000","$3,080,053",2002
Joel Przybilla,"$1,862,880","$3,068,325",2002
Patrick Ewing,"$1,850,000","$3,047,111",2002
Rodney White,"$1,820,520","$2,998,555",2002
Keyon Dooling,"$1,769,760","$2,914,949",2002
Amare Stoudemire,"$1,767,120","$2,910,600",2002
Chris Childs,"$1,750,000","$2,882,402",2002
Marko Jaric,"$1,750,000","$2,882,402",2002
Joe Johnson,"$1,729,560","$2,848,736",2002
James Posey,"$1,723,606","$2,838,929",2002
Jerome Moiso,"$1,681,200","$2,769,083",2002
Caron Butler,"$1,678,800","$2,765,130",2002
Muggsy Bogues,"$1,659,120","$2,732,715",2002
Kedrick Brown,"$1,643,040","$2,706,230",2002
Etan Thomas,"$1,597,200","$2,630,727",2002
Jared Jeffries,"$1,594,920","$2,626,972",2002
Dion Glover,"$1,584,312","$2,609,500",2002
Jeff Foster,"$1,571,335","$2,588,125",2002
Vladimir Radmanovic,"$1,560,840","$2,570,839",2002
Kenny Thomas,"$1,557,684","$2,565,641",2002
Samaki Walker,"$1,540,000","$2,536,514",2002
Courtney Alexander,"$1,517,280","$2,499,092",2002
Greg Anthony,"$1,500,000","$2,470,630",2002
Cezary Trybanski,"$1,500,000","$2,470,630",2002
Melvin Ely,"$1,490,120","$2,454,357",2002
Richard Jefferson,"$1,482,840","$2,442,366",2002
Mateen Cleaves,"$1,441,440","$2,374,177",2002
Marcus Haislip,"$1,439,400","$2,370,817",2002
Matt Bullard,"$1,430,000","$2,355,334",2002
Jumaine Jones,"$1,419,026","$2,337,259",2002
Troy Murphy,"$1,408,680","$2,320,218",2002
Corie Blount,"$1,400,000","$2,305,922",2002
Fred Hoiberg,"$1,400,000","$2,305,922",2002
Stanislav Medvedenko,"$1,400,000","$2,305,922",2002
Gordan Giricek,"$1,400,000","$2,305,922",2002
Travis Best,"$1,400,000","$2,305,922",2002
Michael Doleac,"$1,400,000","$2,305,922",2002
Bryon Russell,"$1,400,000","$2,305,922",2002
Jason Collier,"$1,369,440","$2,255,587",2002
Fred Jones,"$1,367,400","$2,252,227",2002
Vladimir Stepania,"$1,350,000","$2,223,567",2002
Steven Hunter,"$1,338,240","$2,204,198",2002
Manu Ginobili,"$1,325,000","$2,182,390",2002
Hidayet Turkoglu,"$1,300,920","$2,142,728",2002
Bryce Drew,"$1,300,000","$2,141,213",2002
Kirk Haston,"$1,271,400","$2,094,106",2002
Earl Boykins,"$1,243,605","$2,048,325",2002
Desmond Mason,"$1,235,880","$2,035,602",2002
Jiri Welsch,"$1,234,080","$2,032,637",2002
Bostjan Nachbar,"$1,224,000","$2,016,034",2002
Earl Watson,"$1,215,000","$2,001,211",2002
Michael Bradley,"$1,207,800","$1,989,352",2002
Quentin Richardson,"$1,174,080","$1,933,812",2002
Juan Dixon,"$1,172,400","$1,931,045",2002
Jarron Collins,"$1,150,000","$1,894,150",2002
Jason Collins,"$1,147,440","$1,889,933",2002
Jamaal Magloire,"$1,121,280","$1,846,846",2002
Curtis Borchardt,"$1,113,720","$1,834,394",2002
