Player,Salary,Salary_Adj,Year
Alan Anderson,"$4,000,000","$4,966,702",2015
Nemanja Bjelica,"$3,950,000","$4,904,618",2015
Harrison Barnes,"$3,873,398","$4,809,504",2015
Marreese Speights,"$3,815,500","$4,737,613",2015
Alex Len,"$3,807,120","$4,727,208",2015
Dante Exum,"$3,777,720","$4,690,703",2015
Steve Novak,"$3,758,017","$4,666,237",2015
Kyle O'Quinn,"$3,750,000","$4,656,283",2015
Nick Collison,"$3,750,000","$4,656,283",2015
Mario Hezonja,"$3,741,480","$4,645,704",2015
Terrence Ross,"$3,553,917","$4,412,812",2015
Lavoy Allen,"$3,550,000","$4,407,948",2015
Matt Barnes,"$3,542,500","$4,398,636",2015
Will Barton,"$3,533,333","$4,387,253",2015
Nerlens Noel,"$3,457,800","$4,293,466",2015
Marcus Smart,"$3,431,040","$4,260,238",2015
Evan Turner,"$3,425,510","$4,253,372",2015
Bojan Bogdanovic,"$3,425,510","$4,253,372",2015
Willie Cauley-Stein,"$3,398,280","$4,219,561",2015
Quincy Pondexter,"$3,382,023","$4,199,375",2015
Paul Pierce,"$3,376,000","$4,191,897",2015
Anthony Morrow,"$3,344,000","$4,152,163",2015
Mike Scott,"$3,333,333","$4,138,918",2015
Drew Gooden,"$3,300,000","$4,097,529",2015
Andre Drummond,"$3,272,090","$4,062,874",2015
Norris Cole,"$3,203,780","$3,978,055",2015
Patrick Mills,"$3,200,000","$3,973,362",2015
KJ McDaniels,"$3,189,794","$3,960,689",2015
Ben McLemore,"$3,156,600","$3,919,473",2015
Randy Foye,"$3,135,000","$3,892,653",2015
Julius Randle,"$3,132,240","$3,889,226",2015
Austin Rivers,"$3,110,796","$3,862,599",2015
Emmanuel Mudiay,"$3,102,240","$3,851,975",2015
Meyers Leonard,"$3,075,879","$3,819,244",2015
Jeremy Lamb,"$3,034,356","$3,767,686",2015
DJ Augustin,"$3,000,000","$3,725,027",2015
Anthony Tolliver,"$3,000,000","$3,725,027",2015
Brandon Bass,"$3,000,000","$3,725,027",2015
Jerryd Bayless,"$3,000,000","$3,725,027",2015
Toney Douglas,"$2,971,568","$3,689,723",2015
John Henson,"$2,943,220","$3,654,524",2015
Luis Scola,"$2,900,000","$3,600,859",2015
Moe Harkless,"$2,894,058","$3,593,481",2015
Kentavious Caldwell-Pope,"$2,891,760","$3,590,628",2015
Kirk Hinrich,"$2,870,000","$3,563,609",2015
Nik Stauskas,"$2,869,440","$3,562,913",2015
Udonis Haslem,"$2,854,940","$3,544,909",2015
Brian Roberts,"$2,854,940","$3,544,909",2015
Dante Cunningham,"$2,850,000","$3,538,775",2015
Stanley Johnson,"$2,841,960","$3,528,792",2015
Omri Casspi,"$2,836,186","$3,521,623",2015
Darrell Arthur,"$2,814,000","$3,494,075",2015
Kevin Seraphin,"$2,814,000","$3,494,075",2015
Sonny Weems,"$2,814,000","$3,494,075",2015
Manu Ginobili,"$2,814,000","$3,494,075",2015
Bismack Biyombo,"$2,814,000","$3,494,075",2015
Tibor Pleiss,"$2,700,000","$3,352,524",2015
Furkan Aldemir,"$2,683,841","$3,332,460",2015
Trey Burke,"$2,658,240","$3,300,671",2015
Noah Vonleh,"$2,637,720","$3,275,192",2015
Tyler Zeller,"$2,616,975","$3,249,434",2015
Frank Kaminsky,"$2,612,520","$3,243,902",2015
CJ McCollum,"$2,525,160","$3,135,429",2015
Elfrid Payton,"$2,505,720","$3,111,291",2015
Joel Anthony,"$2,500,000","$3,104,189",2015
Leandro Barbosa,"$2,500,000","$3,104,189",2015
James Johnson,"$2,500,000","$3,104,189",2015
Terrence Jones,"$2,489,529","$3,091,187",2015
Justise Winslow,"$2,481,720","$3,081,491",2015
Shelvin Mack,"$2,433,333","$3,021,410",2015
Michael Carter-Williams,"$2,399,040","$2,978,829",2015
Andrew Nicholson,"$2,380,593","$2,955,924",2015
Doug McDermott,"$2,380,440","$2,955,734",2015
Tony Wroten,"$2,346,760","$2,913,913",2015
Jordan Farmar,"$2,291,455","$2,845,243",2015
Evan Fournier,"$2,288,204","$2,841,207",2015
Steven Adams,"$2,279,040","$2,829,828",2015
Myles Turner,"$2,277,960","$2,828,487",2015
Jared Sullinger,"$2,269,260","$2,817,684",2015
Aaron Brooks,"$2,250,000","$2,793,770",2015
Trey Lyles,"$2,239,800","$2,781,105",2015
Ramon Sessions,"$2,170,465","$2,695,013",2015
Kelly Olynyk,"$2,165,160","$2,688,426",2015
Zach LaVine,"$2,148,360","$2,667,566",2015
Kendall Marshall,"$2,144,772","$2,663,111",2015
Jeremy Lin,"$2,139,000","$2,655,944",2015
Gary Neal,"$2,139,000","$2,655,944",2015
Miles Plumlee,"$2,109,293","$2,619,057",2015
Maurice Williams,"$2,100,000","$2,607,518",2015
Danny Granger,"$2,100,000","$2,607,518",2015
Steve Blake,"$2,100,000","$2,607,518",2015
Joe Ingles,"$2,100,000","$2,607,518",2015
Beno Udrih,"$2,080,465","$2,583,262",2015
Shabazz Muhammad,"$2,056,920","$2,554,027",2015
Devin Booker,"$2,055,840","$2,552,686",2015
TJ Warren,"$2,041,080","$2,534,359",2015
Perry Jones,"$2,038,206","$2,530,790",2015
Cameron Payne,"$2,021,520","$2,510,072",2015
Festus Ezeli,"$2,008,748","$2,494,213",2015
Kent Bazemore,"$2,000,000","$2,483,351",2015
DeJuan Blair,"$2,000,000","$2,483,351",2015
Giannis Antetokounmpo,"$1,953,960","$2,426,184",2015
Adreian Payne,"$1,938,840","$2,407,410",2015
Kelly Oubre,"$1,920,240","$2,384,315",2015
Jusuf Nurkic,"$1,842,000","$2,287,166",2015
Lucas Nogueira,"$1,842,000","$2,287,166",2015
Terry Rozier,"$1,824,360","$2,265,263",2015
Dennis Schroeder,"$1,763,400","$2,189,570",2015
Zoran Dragic,"$1,756,500","$2,181,003",2015
James Young,"$1,749,840","$2,172,733",2015
Rashad Vaughn,"$1,733,040","$2,151,873",2015
Ryan Kelly,"$1,724,250","$2,140,959",2015
Joffrey Lauvergne,"$1,709,719","$2,122,916",2015
Louis Amundson,"$1,700,000","$2,110,848",2015
Tyler Ennis,"$1,662,360","$2,064,111",2015
Sam Dekker,"$1,646,400","$2,044,294",2015
Lance Thomas,"$1,636,842","$2,032,426",2015
Sergey Karasev,"$1,599,840","$1,986,482",2015
Gary Harris,"$1,587,480","$1,971,135",2015
Jerian Grant,"$1,572,360","$1,952,361",2015
Tony Snell,"$1,535,880","$1,907,064",2015
Bruno Caboclo,"$1,524,000","$1,892,313",2015
Delon Wright,"$1,509,360","$1,874,135",2015
Shane Larkin,"$1,500,000","$1,862,513",2015
Wayne Ellington,"$1,500,000","$1,862,513",2015
James Jones,"$1,499,187","$1,861,504",2015
Richard Jefferson,"$1,499,187","$1,861,504",2015
Charlie Villanueva,"$1,499,187","$1,861,504",2015
Samuel Dalembert,"$1,499,187","$1,861,504",2015
Jason Terry,"$1,499,187","$1,861,504",2015
Metta World Peace,"$1,499,187","$1,861,504",2015
Amare Stoudemire,"$1,499,187","$1,861,504",2015
Tayshaun Prince,"$1,499,187","$1,861,504",2015
Kendrick Perkins,"$1,499,187","$1,861,504",2015
Ronnie Price,"$1,499,187","$1,861,504",2015
Caron Butler,"$1,499,187","$1,861,504",2015
Rasual Butler,"$1,499,187","$1,861,504",2015
Matt Bonner,"$1,499,187","$1,861,504",2015
David West,"$1,499,187","$1,861,504",2015
Andre Miller,"$1,490,369","$1,850,554",2015
Gorgui Dieng,"$1,474,440","$1,830,776",2015
Mitch McGary,"$1,463,040","$1,816,621",2015
Justin Anderson,"$1,449,000","$1,799,188",2015
Marcus Thornton,"$1,436,891","$1,784,152",2015
Pablo Prigioni,"$1,421,348","$1,764,852",2015
Mason Plumlee,"$1,415,520","$1,757,616",2015
Jordan Adams,"$1,404,600","$1,744,057",2015
Andrea Bargnani,"$1,362,897","$1,692,276",2015
Gerald Green,"$1,362,897","$1,692,276",2015
Solomon Hill,"$1,358,880","$1,687,288",2015
Aaron Gray,"$1,356,146","$1,683,893",2015
Sasha Vujacic,"$1,356,146","$1,683,893",2015
Rodney Hood,"$1,348,440","$1,674,325",2015
Matthew Dellavedova,"$1,347,276","$1,672,879",2015
Bobby Portis,"$1,344,120","$1,668,961",2015
Rondae Hollis-Jefferson,"$1,335,480","$1,658,233",2015
Alonzo Gee,"$1,320,000","$1,639,011",2015
Tim Hardaway Jr,"$1,304,520","$1,619,790",2015
Nikola Jokic,"$1,300,000","$1,614,178",2015
Shabazz Napier,"$1,294,440","$1,607,274",2015
Tyus Jones,"$1,282,080","$1,591,927",2015
Sasha Kaun,"$1,276,000","$1,584,378",2015
Cartier Martin,"$1,270,964","$1,578,125",2015
Brandon Rush,"$1,270,964","$1,578,125",2015
Luc Mbah a Moute,"$1,270,964","$1,578,125",2015
Reggie Bullock,"$1,252,400","$1,555,074",2015
Clint Capela,"$1,242,720","$1,543,055",2015
Jarell Martin,"$1,230,840","$1,528,304",2015
Andre Roberson,"$1,210,800","$1,503,420",2015
PJ Hairston,"$1,201,440","$1,491,798",2015
Boban Marjanovic,"$1,200,000","$1,490,010",2015
Tyler Hansbrough,"$1,185,784","$1,472,359",2015
Jeremy Evans,"$1,185,784","$1,472,359",2015
Rudy Gobert,"$1,175,880","$1,460,061",2015
Jordan Mickey,"$1,170,960","$1,453,952",2015
Archie Goodwin,"$1,160,160","$1,440,542",2015
CJ Wilcox,"$1,159,680","$1,439,946",2015
Larry Nance Jr,"$1,155,600","$1,434,880",2015
Chris Copeland,"$1,150,000","$1,427,927",2015
Damjan Rudez,"$1,149,500","$1,427,306",2015
RJ Hunter,"$1,148,640","$1,426,238",2015
Kyle Anderson,"$1,142,880","$1,419,086",2015
Chris McCullough,"$1,140,240","$1,415,808",2015
Josh Huestis,"$1,140,240","$1,415,808",2015
Kevon Looney,"$1,131,960","$1,405,527",2015
JaKarr Sampson,"$1,103,547","$1,370,247",2015
Cole Aldrich,"$1,100,602","$1,366,590",2015
Wesley Johnson,"$1,100,602","$1,366,590",2015
Luke Babbitt,"$1,100,602","$1,366,590",2015
Ishmael Smith,"$1,100,602","$1,366,590",2015
Garrett Temple,"$1,100,602","$1,366,590",2015
Glenn Robinson III,"$1,100,000","$1,365,843",2015
Ray McCallum,"$1,076,758","$1,336,983",2015
Richaun Holmes,"$1,075,000","$1,334,801",2015
Jared Cunningham,"$1,039,074","$1,290,191",2015
Jon Leuer,"$1,035,000","$1,285,134",2015
Donald Sloan,"$1,015,421","$1,260,823",2015
E'Twaun Moore,"$1,015,421","$1,260,823",2015
Joey Dorsey,"$1,015,421","$1,260,823",2015
James Anderson,"$1,015,421","$1,260,823",2015
Phil Pressey,"$1,014,142","$1,259,235",2015
Rakeem Christmas,"$1,007,026","$1,250,399",2015
Joseph Young,"$1,007,026","$1,250,399",2015
Walter Tavares,"$1,000,000","$1,241,675",2015
Montrezl Harrell,"$1,000,000","$1,241,675",2015
Robert Covington,"$1,000,000","$1,241,675",2015
Tim Frazier,"$989,216","$1,228,285",2015
Robert Sacre,"$981,358","$1,218,528",2015
John Jenkins,"$981,349","$1,218,517",2015
Thomas Robinson,"$981,348","$1,218,515",2015
Hassan Whiteside,"$981,348","$1,218,515",2015
Quincy Acy,"$981,348","$1,218,515",2015
Christapher Johnson,"$981,348","$1,218,515",2015
Mike Muscala,"$947,276","$1,176,209",2015
Troy Daniels,"$947,276","$1,176,209",2015
Justin Holiday,"$947,276","$1,176,209",2015
Gal Mekel,"$947,276","$1,176,209",2015
Ian Clark,"$947,276","$1,176,209",2015
Dewayne Dedmon,"$947,276","$1,176,209",2015
Isaiah Canaan,"$947,276","$1,176,209",2015
Hollis Thompson,"$947,276","$1,176,209",2015
Allen Crabbe,"$947,276","$1,176,209",2015
Seth Curry,"$947,276","$1,176,209",2015
Jeff Withey,"$947,276","$1,176,209",2015
James Ennis,"$944,477","$1,172,733",2015
Elton Brand,"$890,693","$1,105,951",2015
Damien Inglis,"$855,000","$1,061,632",2015
Markel Brown,"$845,059","$1,049,289",2015
Cameron Bairstow,"$845,059","$1,049,289",2015
Dwight Powell,"$845,059","$1,049,289",2015
Nick Johnson,"$845,059","$1,049,289",2015
Spencer Dinwiddie,"$845,059","$1,049,289",2015
James Michael McAdoo,"$845,059","$1,049,289",2015
Shayne Whittington,"$845,059","$1,049,289",2015
Tarik Black,"$845,059","$1,049,289",2015
Jordan Clarkson,"$845,059","$1,049,289",2015
Russ Smith,"$845,059","$1,049,289",2015
JaMychal Green,"$845,059","$1,049,289",2015
Tyler Johnson,"$845,059","$1,049,289",2015
Johnny O'Bryant,"$845,059","$1,049,289",2015
Jarnell Stokes,"$845,059","$1,049,289",2015
Cleanthony Early,"$845,059","$1,049,289",2015
Langston Galloway,"$845,059","$1,049,289",2015
Devyn Marble,"$845,059","$1,049,289",2015
Joe Harris,"$845,059","$1,049,289",2015
Jerami Grant,"$845,059","$1,049,289",2015
Eric Moreland,"$845,059","$1,049,289",2015
Raul Neto,"$840,000","$1,043,007",2015
Kostas Papanikolaou,"$800,320","$993,737",2015
Pierre Jackson,"$750,000","$931,256",2015
Norman Powell,"$650,000","$807,089",2015
Jimmer Fredette,"$625,167","$776,253",2015
Pat Connaughton,"$625,093","$776,162",2015
Ryan Hollins,"$615,906","$764,755",2015
Darrun Hilliard,"$600,000","$745,005",2015
Lamar Patterson,"$525,093","$651,995",2015
Willie Reed,"$525,093","$651,995",2015
Aaron Harrison,"$525,093","$651,995",2015
Cristiano Felicio,"$525,093","$651,995",2015
Salah Mejri,"$525,093","$651,995",2015
Maurice Ndour,"$525,093","$651,995",2015
Branden Dawson,"$525,093","$651,995",2015
Marcelo Huertas,"$525,093","$651,995",2015
Anthony Brown,"$525,093","$651,995",2015
Michael Frazier,"$525,093","$651,995",2015
Josh Richardson,"$525,093","$651,995",2015
TJ McConnell,"$525,093","$651,995",2015
Cliff Alexander,"$525,093","$651,995",2015
Luis Montero,"$525,093","$651,995",2015
Duje Dukan,"$525,093","$651,995",2015
Jonathon Simmons,"$525,093","$651,995",2015
Treveon Graham,"$525,093","$651,995",2015
Cory Jefferson,"$362,878","$450,576",2015
Elijah Millsap,"$352,936","$438,232",2015
Nazr Mohammed,"$352,749","$437,999",2015
Jarell Eddie,"$349,032","$433,384",2015
Christian Wood,"$339,762","$421,874",2015
Sean Kilpatrick,"$320,594","$398,072",2015
Michael Beasley,"$306,526","$380,605",2015
Jorge Gutierrez,"$300,899","$373,618",2015
Jeff Ayres,"$251,890","$312,765",2015
Lorenzo Brown,"$222,888","$276,754",2015
Andrew Goudelock,"$200,600","$249,080",2015
Scottie Wilbekin,"$200,000","$248,335",2015
Erick Green,"$199,418","$247,611",2015
Greg Smith,"$197,111","$244,747",2015
Jordan McRae,"$172,971","$214,773",2015
Henry Sims,"$161,633","$200,695",2015
Xavier Munford,"$123,548","$153,406",2015
Jordan Hamilton,"$119,461","$148,331",2015
Alan Williams,"$114,284","$141,903",2015
Orlando Johnson,"$111,444","$138,376",2015
Jonathan Holmes,"$100,000","$124,167",2015
Justin Harper,"$99,418","$123,444",2015
Bryce Cotton,"$99,418","$123,444",2015
Alex Stepheson,"$92,662","$115,055",2015
Chuck Hayes,"$70,549","$87,598",2015
Axel Toupane,"$61,775","$76,704",2015
Bryce Dejean-Jones,"$61,775","$76,704",2015
Keith Appling,"$61,775","$76,704",2015
Coty Clarke,"$61,774","$76,703",2015
Briante Weber,"$61,774","$76,702",2015
Elliot Williams,"$57,726","$71,676",2015
Quincy Miller,"$50,000","$62,083",2015
Thanasis Antetokounmpo,"$30,887","$38,351",2015
JJ O'Brien,"$30,887","$38,351",2015
Nate Robinson,"$26,456","$32,849",2015
Dorell Wright,"$17,637","$21,899",2015
John Holland,"$9,266","$11,505",2015
LeBron James,"$30,963,450","$38,066,911",2016
Al Horford,"$26,540,100","$32,628,781",2016
Kevin Durant,"$26,540,100","$32,628,781",2016
James Harden,"$26,540,100","$32,628,781",2016
Mike Conley,"$26,540,100","$32,628,781",2016
Russell Westbrook,"$26,540,100","$32,628,781",2016
DeMar DeRozan,"$26,540,100","$32,628,781",2016
Dirk Nowitzki,"$25,000,000","$30,735,360",2016
Carmelo Anthony,"$24,559,380","$30,193,655",2016
Damian Lillard,"$24,328,425","$29,909,716",2016
Chris Bosh,"$23,741,060","$29,187,601",2016
Dwight Howard,"$23,500,000","$28,891,238",2016
Dwyane Wade,"$23,200,000","$28,522,414",2016
Chris Paul,"$22,868,827","$28,115,265",2016
Harrison Barnes,"$22,116,750","$27,190,650",2016
Andre Drummond,"$22,116,750","$27,190,650",2016
Chandler Parsons,"$22,116,750","$27,190,650",2016
Hassan Whiteside,"$22,116,750","$27,190,650",2016
Anthony Davis,"$22,116,750","$27,190,650",2016
Bradley Beal,"$22,116,750","$27,190,650",2016
Derrick Rose,"$21,323,252","$26,215,113",2016
Brook Lopez,"$21,165,675","$26,021,385",2016
Kevin Love,"$21,165,675","$26,021,385",2016
DeAndre Jordan,"$21,165,675","$26,021,385",2016
Marc Gasol,"$21,165,675","$26,021,385",2016
Nicolas Batum,"$20,869,566","$25,657,344",2016
LaMarcus Aldridge,"$20,575,005","$25,295,207",2016
Blake Griffin,"$20,093,064","$24,702,702",2016
Paul Millsap,"$20,072,033","$24,676,846",2016
Ryan Anderson,"$18,735,364","$23,033,526",2016
Allen Crabbe,"$18,500,000","$22,744,166",2016
Paul George,"$18,100,000","$22,252,400",2016
Luol Deng,"$18,000,000","$22,129,459",2016
Kyrie Irving,"$17,638,063","$21,684,488",2016
Kawhi Leonard,"$17,638,063","$21,684,488",2016
Jimmy Butler,"$17,552,209","$21,578,938",2016
Tobias Harris,"$17,200,000","$21,145,927",2016
Wesley Matthews,"$17,145,838","$21,079,340",2016
Greg Monroe,"$17,145,838","$21,079,340",2016
Enes Kanter,"$17,145,838","$21,079,340",2016
Joakim Noah,"$17,000,000","$20,900,044",2016
Evan Fournier,"$17,000,000","$20,900,044",2016
Bismack Biyombo,"$17,000,000","$20,900,044",2016
Klay Thompson,"$16,663,575","$20,486,439",2016
Evan Turner,"$16,393,443","$20,154,334",2016
Gordon Hayward,"$16,073,140","$19,760,549",2016
Timofey Mozgov,"$16,000,000","$19,670,630",2016
Ian Mahinmi,"$16,000,000","$19,670,630",2016
Goran Dragic,"$15,891,725","$19,537,515",2016
DeMarcus Cousins,"$15,756,438","$19,371,191",2016
John Wall,"$15,756,438","$19,371,191",2016
Kent Bazemore,"$15,730,337","$19,339,102",2016
Pau Gasol,"$15,500,000","$19,055,923",2016
Tristan Thompson,"$15,330,435","$18,847,457",2016
Draymond Green,"$15,330,435","$18,847,457",2016
Khris Middleton,"$15,200,000","$18,687,098",2016
Danilo Gallinari,"$15,050,000","$18,502,686",2016
Jeff Green,"$15,000,000","$18,441,216",2016
Reggie Jackson,"$14,956,522","$18,387,763",2016
Deron Williams,"$14,885,520","$18,300,471",2016
Tony Parker,"$14,445,313","$17,759,275",2016
Jonas Valanciunas,"$14,382,023","$17,681,466",2016
DeMarre Carroll,"$14,200,000","$17,457,684",2016
Rajon Rondo,"$14,000,000","$17,211,801",2016
Eric Bledsoe,"$14,000,000","$17,211,801",2016
Manu Ginobili,"$14,000,000","$17,211,801",2016
Ricky Rubio,"$13,400,000","$16,474,152",2016
Rudy Gay,"$13,333,333","$16,392,191",2016
Jamal Crawford,"$13,253,012","$16,293,443",2016
Robin Lopez,"$13,219,250","$16,251,936",2016
Michael Kidd-Gilchrist,"$13,000,000","$15,982,387",2016
JR Smith,"$12,800,000","$15,736,504",2016
Brandon Knight,"$12,606,250","$15,498,305",2016
Jordan Clarkson,"$12,500,000","$15,367,680",2016
Arron Afflalo,"$12,500,000","$15,367,680",2016
Tyson Chandler,"$12,415,000","$15,263,179",2016
Miles Plumlee,"$12,400,000","$15,244,738",2016
Eric Gordon,"$12,385,665","$15,227,114",2016
John Henson,"$12,267,606","$15,081,971",2016
Marvin Williams,"$12,250,000","$15,060,326",2016
Serge Ibaka,"$12,250,000","$15,060,326",2016
Stephen Curry,"$12,112,359","$14,891,108",2016
Nikola Pekovic,"$12,100,000","$14,875,914",2016
Kenneth Faried,"$12,078,652","$14,849,668",2016
Thaddeus Young,"$12,078,652","$14,849,668",2016
Amir Johnson,"$12,000,000","$14,752,972",2016
Kemba Walker,"$12,000,000","$14,752,972",2016
Kyle Lowry,"$12,000,000","$14,752,972",2016
Marcin Gortat,"$12,000,000","$14,752,972",2016
Nikola Vucevic,"$11,750,000","$14,445,619",2016
Solomon Hill,"$11,709,603","$14,395,954",2016
Jeremy Lin,"$11,483,254","$14,117,677",2016
Andrew Bogut,"$11,410,378","$14,028,082",2016
Courtney Lee,"$11,242,000","$13,821,076",2016
Wilson Chandler,"$11,233,146","$13,810,191",2016
Andre Iguodala,"$11,131,368","$13,685,064",2016
Derrick Favors,"$11,050,000","$13,585,029",2016
Austin Rivers,"$11,000,000","$13,523,558",2016
Jrue Holiday,"$11,000,000","$13,523,558",2016
Joe Johnson,"$11,000,000","$13,523,558",2016
Jon Leuer,"$10,991,957","$13,513,670",2016
Anderson Varejao,"$10,851,659","$13,341,184",2016
Monta Ellis,"$10,763,500","$13,232,801",2016
Mirza Teletovic,"$10,500,000","$12,908,851",2016
Jared Dudley,"$10,470,000","$12,871,968",2016
Al Jefferson,"$10,230,179","$12,577,129",2016
Tyreke Evans,"$10,203,755","$12,544,643",2016
Zach Randolph,"$10,000,000","$12,294,144",2016
Terrence Ross,"$10,000,000","$12,294,144",2016
Danny Green,"$10,000,000","$12,294,144",2016
Alec Burks,"$9,904,495","$12,176,728",2016
Omer Asik,"$9,904,494","$12,176,727",2016
Iman Shumpert,"$9,662,922","$11,879,735",2016
Matthew Dellavedova,"$9,607,500","$11,811,598",2016
Jerryd Bayless,"$9,424,084","$11,586,104",2016
Trevor Booker,"$9,250,000","$11,372,083",2016
Meyers Leonard,"$9,213,484","$11,327,189",2016
Gerald Henderson,"$9,000,000","$11,064,729",2016
Moe Harkless,"$8,988,764","$11,050,915",2016
Taj Gibson,"$8,950,000","$11,003,258",2016
E'Twaun Moore,"$8,801,363","$10,820,522",2016
Kris Humphries,"$8,630,000","$10,609,845",2016
Ersan Ilyasova,"$8,400,000","$10,327,080",2016
Dwight Powell,"$8,375,000","$10,296,345",2016
Avery Bradley,"$8,269,663","$10,166,842",2016
Tiago Splitter,"$8,250,000","$10,142,668",2016
Darrell Arthur,"$8,070,175","$9,921,589",2016
Kosta Koufos,"$8,046,500","$9,892,482",2016
Tyler Zeller,"$8,000,000","$9,835,315",2016
Jeff Teague,"$8,000,000","$9,835,315",2016
Kevin Garnett,"$8,000,000","$9,835,315",2016
Garrett Temple,"$8,000,000","$9,835,315",2016
Anthony Tolliver,"$8,000,000","$9,835,315",2016
George Hill,"$8,000,000","$9,835,315",2016
Channing Frye,"$7,806,971","$9,598,002",2016
Trevor Ariza,"$7,800,000","$9,589,432",2016
Jose Calderon,"$7,708,427","$9,476,851",2016
Al-Farouq Aminu,"$7,680,965","$9,443,088",2016
Cole Aldrich,"$7,643,979","$9,397,617",2016
Corey Brewer,"$7,612,172","$9,358,513",2016
Festus Ezeli,"$7,400,000","$9,097,666",2016
Markieff Morris,"$7,400,000","$9,097,666",2016
JJ Redick,"$7,377,500","$9,070,004",2016
Cory Joseph,"$7,315,000","$8,993,166",2016
DJ Augustin,"$7,250,000","$8,913,254",2016
Jeremy Lamb,"$7,000,000","$8,605,900",2016
Louis Williams,"$7,000,000","$8,605,900",2016
Rodney Stuckey,"$7,000,000","$8,605,900",2016
Boris Diaw,"$7,000,000","$8,605,900",2016
Sergio Rodriguez,"$6,800,000","$8,360,017",2016
Carl Landry,"$6,750,000","$8,298,547",2016
Ed Davis,"$6,666,667","$8,196,096",2016
Isaiah Thomas,"$6,587,131","$8,098,313",2016
Victor Oladipo,"$6,552,960","$8,056,303",2016
Jodie Meeks,"$6,540,000","$8,040,370",2016
Matt Barnes,"$6,508,351","$8,001,460",2016
Aron Baynes,"$6,500,000","$7,991,193",2016
Marco Belinelli,"$6,333,333","$7,786,290",2016
Jae Crowder,"$6,286,408","$7,728,600",2016
Tarik Black,"$6,191,000","$7,611,304",2016
Lance Thomas,"$6,191,000","$7,611,304",2016
Andrew Nicholson,"$6,088,993","$7,485,895",2016
Patrick Patterson,"$6,050,000","$7,437,957",2016
Andrew Wiggins,"$6,006,600","$7,384,600",2016
Ramon Sessions,"$6,000,000","$7,376,486",2016
Ishmael Smith,"$6,000,000","$7,376,486",2016
Patrick Beverley,"$6,000,000","$7,376,486",2016
Wayne Ellington,"$6,000,000","$7,376,486",2016
Alex Abrines,"$5,994,764","$7,370,049",2016
Karl-Anthony Towns,"$5,960,160","$7,327,506",2016
Ben Simmons,"$5,903,160","$7,257,429",2016
Otto Porter,"$5,893,981","$7,246,145",2016
Nikola Mirotic,"$5,782,450","$7,109,027",2016
Shaun Livingston,"$5,782,450","$7,109,027",2016
Josh McRoberts,"$5,782,450","$7,109,027",2016
Spencer Hawes,"$5,782,450","$7,109,027",2016
Brandan Wright,"$5,709,880","$7,019,808",2016
Tim Duncan,"$5,643,750","$6,938,507",2016
Boban Marjanovic,"$5,628,000","$6,919,144",2016
Wesley Johnson,"$5,628,000","$6,919,144",2016
Tyler Johnson,"$5,628,000","$6,919,144",2016
Jared Sullinger,"$5,628,000","$6,919,144",2016
Brandon Jennings,"$5,587,318","$6,869,128",2016
Nick Young,"$5,443,918","$6,692,831",2016
Jabari Parker,"$5,374,320","$6,607,266",2016
Lance Stephenson,"$5,371,672","$6,604,010",2016
D'Angelo Russell,"$5,332,800","$6,556,221",2016
Josh Smith,"$5,331,729","$6,554,904",2016
Cody Zeller,"$5,318,313","$6,538,410",2016
PJ Tucker,"$5,300,000","$6,515,896",2016
Brandon Ingram,"$5,281,680","$6,493,373",2016
Kyle Korver,"$5,239,437","$6,441,439",2016
Darren Collison,"$5,229,454","$6,429,166",2016
Larry Sanders,"$5,207,722","$6,402,448",2016
Langston Galloway,"$5,200,000","$6,392,954",2016
Derrick Williams,"$5,020,145","$6,171,838",2016
Jonas Jerebko,"$5,000,000","$6,147,072",2016
Luis Scola,"$5,000,000","$6,147,072",2016
Roy Hibbert,"$5,000,000","$6,147,072",2016
Tony Allen,"$5,000,000","$6,147,072",2016
CJ Watson,"$5,000,000","$6,147,072",2016
Jason Smith,"$5,000,000","$6,147,072",2016
Alexis Ajinca,"$4,863,206","$5,978,895",2016
Mike Dunleavy,"$4,837,500","$5,947,292",2016
Kyle Singler,"$4,837,500","$5,947,292",2016
Joel Embiid,"$4,826,160","$5,933,350",2016
Alex Len,"$4,823,621","$5,930,229",2016
Jahlil Okafor,"$4,788,840","$5,887,468",2016
Jaylen Brown,"$4,743,000","$5,831,112",2016
Marcus Morris,"$4,625,000","$5,686,041",2016
CJ Miles,"$4,583,450","$5,634,959",2016
Jameer Nelson,"$4,540,525","$5,582,186",2016
Nerlens Noel,"$4,384,490","$5,390,355",2016
Aaron Gordon,"$4,351,320","$5,349,575",2016
Greivis Vasquez,"$4,347,826","$5,345,279",2016
Kristaps Porzingis,"$4,317,720","$5,308,267",2016
Dragan Bender,"$4,276,320","$5,257,369",2016
Vince Carter,"$4,264,057","$5,242,293",2016
Devin Harris,"$4,227,996","$5,197,959",2016
Jose Juan Barea,"$4,096,950","$5,036,849",2016
Ben McLemore,"$4,008,882","$4,928,577",2016
Thabo Sefolosha,"$4,000,000","$4,917,657",2016
James Johnson,"$4,000,000","$4,917,657",2016
Udonis Haslem,"$4,000,000","$4,917,657",2016
Jordan Hill,"$4,000,000","$4,917,657",2016
Leandro Barbosa,"$4,000,000","$4,917,657",2016
Dante Exum,"$3,940,320","$4,844,286",2016
Kyle O'Quinn,"$3,918,750","$4,817,767",2016
Mario Hezonja,"$3,909,840","$4,806,813",2016
